title,artist,year,duration,group
i don't feel like dancin',scissor sisters,2006,299,pop
i don't need a man,the pussycat dolls,2006,220,pop
i wish i was a punk rocker (with flowers in my hair),sandi thom,2006,184,pop
i write sins not tragedies,panic! at the disco,2006,188,band
i'm not missing you,stacie orrico,2006,221,pop
if it's lovin' that you want,rihanna,2006,201,pop
irreplaceable,beyonce,2006,221,urban
joker & the thief,wolfmother,2006,283,band
just feel better,santana,2006,227,band
l.o.v.e.,ashlee simpson,2006,153,pop
lift,shannon noll,2006,236,band
light surrounding you,evermore,2006,384,band
listen to your heart,dht,2006,150,electronic
london bridge,fergie,2006,217,pop
lonely,shannon noll,2006,283,band
love generation,bob sinclar,2006,219,electronic
maneater,nelly furtado,2006,251,pop
maybe tonight,kate dearaugo,2006,218,pop
me & u,cassie,2006,192,urban
miss murder,afi,2006,207,band
mistake,stephanie mcintosh,2006,200,pop
moonshine,savage,2006,276,urban
my humps,black eyed peas,2006,325,pop
my love,justin timberlake feat. t.i.,2006,282,pop
nasty girl,notorious b.i.g.,2006,269,urban
night of my life,damien leith,2006,213,pop
not ready to make nice,dixie chicks,2006,241,band
over my head (cable car),the fray,2006,238,band
promiscuous,nelly furtado,2006,242,pop
pump it,black eyed peas,2006,226,pop
push the button,sugababes,2006,216,pop
rock this party (everybody dance now),bob sinclar,2006,199,electronic
run it!,chris brown,2006,194,urban
running,evermore,2006,263,band
sarah,eskimo joe,2006,209,band
savin me,nickelback,2006,257,band
sexyback,justin timberlake,2006,266,pop
smack that,akon feat. eminem,2006,217,urban
so sick,ne*yo,2006,208,urban
sorry,madonna,2006,282,pop
sos,rihanna,2006,239,pop
stars are blind,paris hilton,2006,214,pop
stickwitu,the pussycat dolls,2006,213,pop
stupid girls,p!nk,2006,215,pop
"taller, stronger, better",guy sebastian,2006,205,pop
temperature,sean paul,2006,216,urban
the saints are coming,u2 & green day,2006,202,band
these boots are made for walkin',jessica simpson,2006,250,pop
this time i know it's for real,young divas,2006,234,pop
thunder in my heart again,meck feat. leo sayer,2006,192,electronic
together we are one,delta goodrem,2006,254,pop
u + ur hand,p!nk,2006,255,pop
ugly,sugababes,2006,182,pop
unfaithful,rihanna,2006,227,pop
wasabi,lee harding,2006,180,band
watching you,rogue traders,2006,207,pop
we are the champions (ding a dang dong),crazy frog,2006,182,pop
welcome to the black parade,my chemical romance,2006,311,band
what's left of me,nick lachey,2006,254,pop
when i'm gone,eminem,2006,301,urban
when it all falls apart,the veronicas,2006,193,pop
when you were young,the killers,2006,237,band
who knew,p!nk,2006,213,pop
wind it up,gwen stefani,2006,171,pop
window shopper,50 cent,2006,227,urban
wisemen,james blunt,2006,222,pop
yo (excuse me miss),chris brown,2006,282,urban
you give me something,james morrison,2006,281,band
you raise me up,westlife,2006,197,pop
1973,james blunt,2007,239,pop
2 hearts,kylie minogue,2007,174,pop
20 good reasons,thirsty merc,2007,263,band
4 in the morning,gwen stefani,2007,253,pop
all good things (come to an end),nelly furtado,2007,280,pop
apologize,timbaland feat. onerepublic,2007,184,urban
ayo technology,50 cent feat. justin timberlake,2007,248,urban
beautiful girls,sean kingston,2007,242,band
beautiful liar,beyonce feat. shakira,2007,207,urban
better than,the john butler trio,2007,215,band
better than me,hinder,2007,284,band
big girls don't cry,fergie,2007,233,pop
buy u a drank (shawty snappin'),t-pain feat. yung joc,2007,228,urban
can't touch it,ricki-lee,2007,167,pop
candyman,christina aguilera,2007,194,pop
clothes off!!!,gym class heroes,2007,235,urban
clumsy,fergie,2007,215,pop
cupid's chokehold / breakfast in america,gym class heroes,2007,244,urban
dance floor anthem,good charlotte,2007,244,band
dear mr. president,p!nk,2007,281,pop
destination calabria,alex gaudino feat. crystal waters,2007,216,electronic
don't give up,shannon noll & natalie bassingthwaighte,2007,282,band
don't hold back,the potbelleez,2007,170,electronic
don't matter,akon,2007,180,urban
don't miss you,amy pearson,2007,199,pop
don't you wanna feel,rogue traders,2007,196,pop
everything,michael buble,2007,212,band
fergalicious,fergie,2007,226,pop
gimme more,britney spears,2007,221,pop
girlfriend,avril lavigne,2007,216,pop
give it to me,timbaland feat. nelly furtado & justin timberlake,2007,234,urban
glamorous,fergie feat. ludacris,2007,247,pop
grace kelly,mika,2007,180,pop
happy ending,mika,2007,273,pop
here i am,natalie gauci,2007,228,pop
hey there delilah,plain white t's,2007,225,band
hit me up,gia farrell,2007,221,pop
hook me up,the veronicas,2007,199,pop
how far we've come,matchbox twenty,2007,210,pop
how to save a life,the fray,2007,261,band
i don't feel like dancin',scissor sisters,2007,299,pop
i got it from my mama,will.i.am,2007,245,pop
i love it,sneaky sound system,2007,228,electronic
i wanna love you,akon feat. snoop dogg,2007,192,urban
i'm your funny bear,gummibear,2007,150,electronic
if you don't mean it,dean geyer,2007,192,pop
in this life,delta goodrem,2007,221,pop
into the night,santana feat. chad kroeger,2007,222,band
irreplaceable,beyonce,2007,221,urban
it's not over,daughtry,2007,202,band
joker & the thief,wolfmother,2007,283,band
just a song about ping pong,operator please,2007,252,pop
keep your hands off my girl,good charlotte,2007,204,band
leave me alone (i'm lonely),p!nk,2007,199,pop
let me think about it,ida corr vs fedde le grand,2007,225,electronic
light surrounding you,evermore,2007,384,band
like this,kelly rowland feat. eve,2007,201,urban
lips of an angel,hinder,2007,238,band
little wonders,rob thomas,2007,225,pop
lost and running,powderfinger,2007,232,band
loud,shannon noll,2007,190,band
love today,mika,2007,234,pop
lovestoned,justin timberlake,2007,295,pop
makes me wonder,maroon 5,2007,211,pop
my love,justin timberlake feat. t.i.,2007,282,pop
never again,kelly clarkson,2007,235,pop
no one,alicia keys,2007,248,urban
not ready to make nice,dixie chicks,2007,241,band
opinions won't keep you warm at night,kisschasy,2007,186,band
pictures,sneaky sound system,2007,199,electronic
put your hands up for detroit,fedde le grand,2007,395,electronic
rock this party (everybody dance now),bob sinclar,2007,199,electronic
say it right,nelly furtado,2007,250,pop
sexyback,justin timberlake,2007,266,pop
shut up and drive,rihanna,2007,239,pop
smack that,akon feat. eminem,2007,217,urban
steer,missy higgins,2007,228,pop
straight lines,silverchair,2007,256,band
stronger,kanye west,2007,266,urban
suddenly i see,kt tunstall,2007,198,pop
teenagers,my chemical romance,2007,159,band
tell me,p. diddy feat. christina aguilera,2007,257,urban
the creeps,camille jones vs. fedde le grand,2007,284,electronic
the others,tv rock vs. dukes of windsor,2007,394,electronic
the pretender,foo fighters,2007,269,band
the sweet escape,gwen stefani feat. akon,2007,246,pop
"the take over, the break's over",fall out boy,2007,227,band
the way i are,timbaland feat. keri hilson,2007,240,urban
"this ain't a scene, it's an arms race",fall out boy,2007,212,band
thnks fr th mmrs,fall out boy,2007,206,band
too little too late,jojo,2007,221,pop
ufo,sneaky sound system,2007,269,electronic
umbrella,rihanna feat. jay-z,2007,242,pop
untouched,the veronicas,2007,247,pop
wake up call,maroon 5,2007,230,pop
welcome to the black parade,my chemical romance,2007,311,band
what goes around...comes around,justin timberlake,2007,313,pop
what i've done,linkin park,2007,195,band
when you're gone,avril lavigne,2007,250,pop
wind it up,gwen stefani,2007,171,pop
4 minutes,madonna & justin timberlake,2008,244,pop
7 things,miley cyrus,2008,179,pop
alive,natalie bassingthwaighte,2008,181,electronic
all summer long,kid rock,2008,298,band
american boy,estelle feat. kanye west,2008,238,urban
apologize,timbaland feat. onerepublic,2008,184,urban
are you with me,the potbelleez,2008,317,electronic
beat it,fall out boy feat. john mayer,2008,218,band
better in time,leona lewis,2008,225,pop
big girl (you are beautiful),mika,2008,240,pop
black and gold,sam sparro,2008,275,urban
bleeding love,leona lewis,2008,231,pop
bubbly,colbie caillat,2008,236,pop
circus,britney spears,2008,214,pop
closer,ne-yo,2008,226,urban
clumsy,fergie,2008,215,pop
cry for you,september,2008,327,pop
dance wiv me,dizzee rascal featuring calvin harris and chrome,2008,265,urban
disturbia,rihanna,2008,232,pop
don't hold back,the potbelleez,2008,170,electronic
don't stop the music,rihanna,2008,195,pop
dream catch me,newton faulkner,2008,238,pop
electric feel,mgmt,2008,230,band
elevator,flo rida feat. timbaland,2008,214,urban
fall for you,secondhand serenade,2008,186,band
forever,chris brown,2008,277,urban
get shaky,the ian carey project,2008,245,electronic
gotta be somebody,nickelback,2008,253,band
happy ending,mika,2008,273,pop
hot n cold,katy perry,2008,219,pop
how far we've come,matchbox twenty,2008,210,pop
i don't care,fall out boy,2008,210,band
i don't do surprises,axle whitehead,2008,193,pop
i hate this part,the pussycat dolls,2008,219,pop
i kissed a girl,katy perry,2008,251,pop
i never liked you,rogue traders,2008,209,pop
i'm yours,jason mraz,2008,192,pop
if i never see your face again,maroon 5 feat. rihanna,2008,190,pop
if i were a boy,beyonce,2008,185,urban
in the ayer,flo rida feat. will.i.am,2008,211,urban
into the night,santana feat. chad kroeger,2008,222,band
it's not my time,3 doors down,2008,242,band
just dance,lady gaga feat. colby o'donis,2008,222,pop
kansas city,sneaky sound system,2008,238,electronic
kids,mgmt,2008,302,band
kiss kiss,chris brown feat. t-pain,2008,223,urban
let it rock,kevin rudolf feat. lil wayne,2008,194,band
like only a woman can,brian mcfadden,2008,228,pop
live your life,t.i. feat. rihanna,2008,241,urban
love in this club,usher feat. young jeezy,2008,213,pop
love lockdown,kanye west,2008,261,urban
love song,sara bareilles,2008,234,pop
low,flo rida feat. t-pain,2008,230,urban
mercy,duffy,2008,185,pop
my people,the presets,2008,268,electronic
naughty girl,mr g,2008,201,electronic
no air,jordin sparks duet with chris brown,2008,188,pop
no one,alicia keys,2008,248,urban
one step at a time,jordin sparks,2008,396,pop
paralyzer,finger eleven,2008,205,band
party people,nelly feat. fergie,2008,203,urban
perfect,vanessa amorosi,2008,287,pop
pictures of you,the last goodnight,2008,190,pop
piece of me,britney spears,2008,218,pop
poker face,lady gaga,2008,229,pop
running back,jessica mauboy feat. flo rida,2008,214,pop
see you again,miley cyrus,2008,205,pop
sex on fire,kings of leon,2008,204,band
shadow of the day,linkin park,2008,250,band
shake it,metro station,2008,192,pop
single ladies (put a ring on it),beyonce,2008,193,urban
so what,p!nk,2008,216,pop
sober,p!nk,2008,261,pop
stop and stare,onerepublic,2008,294,band
sweet about me,gabriella cilmi,2008,213,pop
take a bow,rihanna,2008,215,pop
take me on the floor,the veronicas,2008,203,pop
talk like that,the presets,2008,221,electronic
tattoo,jordin sparks,2008,222,pop
that's not my name,the ting tings,2008,311,pop
the way i are,timbaland feat. keri hilson,2008,240,urban
this boy's in love,the presets,2008,251,electronic
this heart attack,faker,2008,233,band
this love,the veronicas,2008,179,pop
untouched,the veronicas,2008,247,pop
use somebody,kings of leon,2008,217,band
violet hill,coldplay,2008,221,band
viva la vida,coldplay,2008,217,band
walking on a dream,empire of the sun,2008,173,electronic
wanna be startin' somethin' 2008,michael jackson with akon,2008,252,pop
whatever you like,t.i.,2008,150,urban
when i grow up,the pussycat dolls,2008,216,pop
when i'm gone,simple plan,2008,214,band
white noise,the living end,2008,223,band
with you,chris brown,2008,252,urban
womanizer,britney spears,2008,241,pop
won't go home without you,maroon 5,2008,257,pop
work,kelly rowland,2008,199,urban
you,wes carr,2008,197,band
3,britney spears,2009,216,pop
21 guns,green day,2009,276,band
according to you,orianthi,2009,228,band
already gone,kelly clarkson,2009,256,pop
art of love,guy sebastian feat. jordin sparks,2009,239,pop
bad influence,p!nk,2009,232,pop
bad romance,lady gaga,2009,263,pop
battlefield,jordin sparks,2009,240,pop
beautiful,akon feat. colby o'donis & kardinal offishall,2009,229,urban
been waiting,jessica mauboy,2009,229,pop
before the worst,the script,2009,240,pop
black box,stan walker,2009,208,urban
bonkers,dizzee rascal & armand van helden,2009,180,urban
boom boom pow,the black eyed peas,2009,208,pop
breakeven,the script,2009,233,pop
bulletproof,la roux,2009,217,pop
burn,jessica mauboy,2009,175,pop
chase that feeling,hilltop hoods,2009,207,urban
circus,britney spears,2009,214,pop
day 'n' nite (crookers remix),kid cudi,2009,161,urban
dead and gone,t.i. feat. justin timberlake,2009,276,urban
decode,paramore,2009,262,band
don't stop believin',glee cast,2009,230,pop
don't trust me,3oh!3,2009,318,electronic
down,jay sean feat. lil wayne,2009,224,pop
"eh, eh (nothing else i can say)",lady gaga,2009,175,pop
empire state of mind,jay-z feat. alicia keys,2009,299,urban
evacuate the dancefloor,cascada,2009,120,electronic
feels like woah,wes carr,2009,193,band
fireflies,owl city,2009,183,pop
funhouse,p!nk,2009,204,pop
get shaky,the ian carey project,2009,245,electronic
gives you hell,the all-american rejects,2009,230,band
good girls go bad,cobra starship feat. leighton meester,2009,198,band
halo,beyonce,2009,224,urban
heavy cross,gossip,2009,243,band
her diamonds,rob thomas,2009,231,pop
hey boys and girls (truth of the world pt. 2),evermore,2009,317,band
hot n cold,katy perry,2009,219,pop
hotel room service,pitbull,2009,226,urban
hush hush; hush hush,the pussycat dolls,2009,186,pop
i gotta feeling,the black eyed peas,2009,246,pop
i know you want me (calle ocho),pitbull,2009,246,urban
i wanna,the all-american rejects,2009,209,band
i'm yours,jason mraz,2009,192,pop
if today was your last day,nickelback,2009,246,band
if u seek amy,britney spears,2009,216,pop
jai ho! (you are my destiny),a.r. rahman feat. the pussycat dolls,2009,220,other
jizz in my pants,the lonely island,2009,152,other
just dance,lady gaga feat. colby o'donis,2009,222,pop
kiss me thru the phone,soulja boy tell 'em feat. sammie,2009,196,urban
let it rock,kevin rudolf feat. lil wayne,2009,194,band
like it like that,guy sebastian,2009,228,pop
like it loud,cassie davis,2009,185,pop
little lion man,mumford & sons,2009,243,band
live your life,t.i. feat. rihanna,2009,241,urban
love sex magic,ciara feat. justin timberlake,2009,220,pop
love story,taylor swift,2009,182,band
lovegame,lady gaga,2009,320,pop
meet me halfway,the black eyed peas,2009,284,pop
my delirium,ladyhawke,2009,236,pop
my life would suck without you,kelly clarkson,2009,213,pop
new divide,linkin park,2009,236,band
not fair,lily allen,2009,203,pop
paparazzi,lady gaga,2009,246,pop
party in the u.s.a.,miley cyrus,2009,195,pop
please don't leave me,p!nk,2009,393,pop
poker face,lady gaga,2009,229,pop
right now (na na na),akon,2009,204,urban
right round,flo rida feat. ke$ha,2009,206,urban
riverside,sidney samson,2009,238,electronic
rock & roll,eric hutchinson,2009,240,pop
run this town,jay-z feat. rihanna & kanye west,2009,258,urban
russian roulette,rihanna,2009,219,pop
sex on fire,kings of leon,2009,204,band
sexy bitch,david guetta feat. akon,2009,406,electronic
she's a genius,jet,2009,179,band
single ladies (put a ring on it),beyonce,2009,193,urban
so what,p!nk,2009,216,pop
sober,p!nk,2009,261,pop
someday soon,natalie bassingthwaighte,2009,253,electronic
starstrukk,3oh!3 feat. katy perry,2009,186,electronic
sweet dreams,beyonce,2009,241,urban
the boy does nothing,alesha dixon,2009,169,pop
the climb,miley cyrus,2009,236,pop
the fear,lily allen,2009,149,pop
the last day on earth,kate miller-heidke,2009,289,pop
this is who i am,vanessa amorosi,2009,214,pop
tik tok,ke$ha,2009,208,pop
up/down,jessica mauboy,2009,205,pop
use somebody,kings of leon,2009,217,band
viva la vida,coldplay,2009,217,band
waking up in vegas,katy perry,2009,212,pop
walking on a dream,empire of the sun,2009,173,electronic
we are the people,empire of the sun,2009,265,electronic
we made you,eminem,2009,287,urban
whatcha say,jason derulo,2009,206,pop
when love takes over,david guetta feat. kelly rowland,2009,191,electronic
you belong with me,taylor swift,2009,220,band
you found me,the fray,2009,348,band
3 words,cheryl cole feat. will.i.am,2010,240,pop
airplanes,b.o.b feat. hayley williams,2010,164,urban
alejandro,lady gaga,2010,203,pop
art of love,guy sebastian feat. jordin sparks,2010,239,pop
baby,justin bieber feat. ludacris,2010,207,pop
bad romance,lady gaga,2010,263,pop
barbra streisand,duck sauce,2010,193,electronic
big jet plane,angus & julia stone,2010,259,band
billionaire,travie mccoy feat. bruno mars,2010,195,urban
black box,stan walker,2010,208,urban
blah blah blah,ke$ha,2010,172,pop
break your heart,taio cruz,2010,209,pop
california gurls,katy perry feat. snoop dogg,2010,262,pop
closer to the edge,30 seconds to mars,2010,383,band
club can't handle me,flo rida feat. david guetta,2010,230,urban
cooler than me,mike posner,2010,233,pop
dance the way i feel,ou est le swimming pool,2010,225,pop
dj got us fallin' in love,usher feat. pitbull,2010,179,pop
do you remember?,jay sean,2010,202,pop
down,jay sean feat. lil wayne,2010,224,pop
dynamite,taio cruz,2010,177,pop
eenie meenie,sean kingston feat. justin bieber,2010,197,band
empire state of mind,jay-z feat. alicia keys,2010,299,urban
f u,cee-lo green,2010,234,urban
f**kin' perfect,p!nk,2010,239,pop
fireflies,owl city,2010,183,pop
firework,katy perry,2010,234,pop
for the first time,the script,2010,252,pop
freefallin',zoe badwi,2010,186,electronic
gettin' over you,"david guetta feat. chris willis, fergie & lmfao",2010,186,electronic
grenade,bruno mars,2010,208,pop
haven't met you yet,michael buble,2010,188,band
heartbeat,enrique iglesias feat. nicole scherzinger,2010,234,pop
hey baby (drop it to the floor),pitbull feat. t-pain,2010,202,urban
"hey, soul sister",train,2010,215,band
hotel room service,pitbull,2010,226,urban
i gotta feeling,the black eyed peas,2010,246,pop
i like it,enrique iglesias feat. pitbull,2010,194,pop
i like that,richard vission & static revenger feat. luciana,2010,231,electronic
i made it (cash money heroes),"kevin rudolf feat. birdman, jay sean & lil wayne",2010,263,band
if i had you,adam lambert,2010,233,pop
if we ever meet again,timbaland feat. katy perry,2010,231,urban
imma be,the black eyed peas,2010,234,pop
in my head,jason derulo,2010,184,pop
just a dream,nelly,2010,239,urban
just say so,brian mcfadden feat. kevin rudolf,2010,197,pop
just the way you are,bruno mars,2010,207,pop
like a g6,far east movement feat. cataracs & dev,2010,243,pop
like it's her birthday,good charlotte,2010,219,band
little lion man,mumford & sons,2010,243,band
love the way you lie,eminem feat. rihanna,2010,263,urban
lying,amy meredith,2010,178,pop
magic,b.o.b feat. rivers cuomo,2010,196,urban
meet me halfway,the black eyed peas,2010,284,pop
memories,david guetta feat. kid cudi,2010,224,electronic
mine,taylor swift,2010,231,band
mr mysterious,vanessa amorosi feat. seany b,2010,241,pop
my first kiss,3oh!3 feat. ke$ha,2010,187,electronic
not afraid,eminem,2010,259,urban
nothin' on you,b.o.b feat. bruno mars,2010,264,urban
omg,usher feat. will.i.am,2010,268,pop
one time,justin bieber,2010,214,pop
only girl (in the world),rihanna,2010,230,pop
opposite of adults,chiddy bang,2010,190,urban
party in the u.s.a.,miley cyrus,2010,195,pop
planets,short stack,2010,272,band
plans,birds of tokyo,2010,219,band
raise your glass,p!nk,2010,203,pop
replay,iyaz,2010,191,pop
ridin' solo,jason derulo,2010,205,pop
rock it,little red,2010,209,band
rock that body,the black eyed peas,2010,152,pop
rude boy,rihanna,2010,202,pop
saturday night,jessica mauboy feat. ludacris,2010,390,pop
sexy bitch,david guetta feat. akon,2010,406,electronic
shut it down,pitbull,2010,226,urban
smile,uncle kracker,2010,201,band
starstrukk,3oh!3 feat. katy perry,2010,186,electronic
stay the night,james blunt,2010,226,pop
sweet disposition,the temper trap,2010,267,band
take it off,ke$ha,2010,209,pop
take your shirt off,t-pain,2010,220,urban
teenage dream,katy perry,2010,227,pop
telephone,lady gaga feat. beyonce,2010,215,pop
the only exception,paramore,2010,243,band
the time (dirty bit),the black eyed peas,2010,280,pop
this ain't a love song,scouting for girls,2010,211,pop
tik tok,ke$ha,2010,208,pop
tik tok (parody),the midnight beast,2010,205,other
today was a fairytale,taylor swift,2010,221,band
undisclosed desires,muse,2010,397,band
we no speak americano,yolanda be cool & dcup,2010,204,electronic
we r who we r,ke$ha,2010,280,pop
whataya want from me,adam lambert,2010,226,pop
whatcha say,jason derulo,2010,206,pop
who's that chick,david guetta feat. rihanna,2010,176,electronic
who's that girl,guy sebastian feat. eve,2010,240,pop
yeah 3x,chris brown,2010,258,urban
you've got the love,florence + the machine,2010,177,band
your love is my drug,ke$ha,2010,180,pop
all of the lights,kanye west,2011,258,urban
beautiful people,chris brown feat. benny benassi,2011,277,urban
best thing i never had,beyonce,2011,252,urban
blow,ke$ha,2011,207,pop
born this way,lady gaga,2011,278,pop
bounce,calvin harris feat. kelis,2011,231,electronic
breathing,jason derulo,2011,233,pop
california king bed,rihanna,2011,252,pop
champagne showers,lmfao feat. natalia kills,2011,129,electronic
changed the way you kiss me,example,2011,195,electronic
cheers (drink to that),rihanna,2011,262,pop
cinema,benny benassi feat. gary go,2011,183,electronic
coming home,diddy - dirty money feat. skylar grey,2011,239,urban
dedication to my ex (miss that),lloyd feat. andre 3000 & lil wayne,2011,236,urban
dirty talk,wynter gordon,2011,119,electronic
domino,jessie j,2011,229,pop
don't hold your breath,nicole scherzinger,2011,208,pop
don't wanna go home,jason derulo,2011,201,pop
don't worry be happy,guy sebastian,2011,269,pop
dynamite,taio cruz,2011,177,pop
e.t.,katy perry feat. kanye west,2011,206,pop
feel so close,calvin harris,2011,278,electronic
firework,katy perry,2011,234,pop
friday to sunday,justice crew,2011,193,electronic
from the music,the potbelleez,2011,206,electronic
give me everything,"pitbull feat. ne-yo, afrojack & nayer",2011,145,urban
good feeling,flo rida,2011,259,urban
good night,reece mastin,2011,183,pop
grenade,bruno mars,2011,208,pop
hangover,taio cruz feat. flo rida,2011,223,pop
happiness,alexis jordan,2011,235,pop
hello,martin solveig feat. dragonette,2011,227,band
hold it against me,britney spears,2011,242,pop
i just had sex,the lonely island feat. akon,2011,168,other
i need a doctor,dr. dre feat. eminem & skylar grey,2011,284,urban
i need a dollar,aloe blacc,2011,242,urban
inescapable,jessica mauboy,2011,136,pop
it girl,jason derulo,2011,192,pop
it will rain,bruno mars,2011,258,pop
jar of hearts,christina perri,2011,213,pop
jet lag,simple plan feat. natasha bedingfield,2011,202,band
jumpstart,these kids wear crowns,2011,210,pop
just can't get enough,the black eyed peas,2011,237,pop
just the way you are,bruno mars,2011,207,pop
last friday night (tgif),katy perry,2011,231,pop
last night,ian carey feat. snoop dogg & bobby anthony,2011,195,urban
lighters,bad meets evil feat. bruno mars,2011,264,urban
little bad girl,david guetta feat. taio cruz & ludacris,2011,211,electronic
loud,stan walker,2011,195,urban
love on top,beyonce,2011,267,urban
marry you,bruno mars,2011,229,pop
more,usher,2011,228,pop
moves like jagger,maroon 5 feat. christina aguilera,2011,279,pop
mr saxobeat,alexandra stan,2011,214,electronic
mr. know it all,kelly clarkson,2011,230,pop
nobody's perfect,jessie j,2011,223,pop
on the floor,jennifer lopez feat. pitbull,2011,219,pop
only girl (in the world),rihanna,2011,230,pop
own this club,marvin priest,2011,164,urban
paradise,coldplay,2011,279,band
party rock anthem,lmfao feat. lauren bennet & goonrock,2011,288,electronic
price tag,jessie j feat. b.o.b,2011,222,pop
pumped up kicks,foster the people,2011,193,band
rain over me,pitbull feat. marc anthony,2011,232,urban
raise your glass,p!nk,2011,203,pop
right there,nicole scherzinger feat. 50 cent,2011,234,pop
rolling in the deep,adele,2011,237,pop
run the world (girls),beyonce,2011,290,urban
s&m,rihanna,2011,217,pop
set fire to the rain,adele,2011,256,pop
sexy and i know it,lmfao,2011,194,electronic
somebody that i used to know,gotye feat. kimbra,2011,201,pop
someone like you,adele,2011,285,pop
stereo hearts,gym class heroes feat. adam levine,2011,211,urban
super bass,nicki minaj,2011,202,urban
sweat (david guetta remix),snoop dogg vs. david guetta,2011,196,urban
take over control,afrojack feat. eva simons,2011,339,electronic
the a team,ed sheeran,2011,229,band
the edge of glory,lady gaga,2011,318,pop
the lazy song,bruno mars,2011,189,pop
the show goes on,lupe fiasco,2011,240,urban
the time (dirty bit),the black eyed peas,2011,280,pop
till the world ends,britney spears,2011,237,pop
titanium,david guetta feat. sia,2011,231,electronic
tonight (i'm lovin' you),enrique iglesias feat. ludacris & dj frank e,2011,218,pop
tonight tonight,hot chelle rae,2011,190,pop
"turn around (5,4,3,2,1)",flo rida,2011,340,urban
we found love,rihanna feat. calvin harris,2011,216,pop
we r who we r,ke$ha,2011,280,pop
we run the night,havana brown,2011,227,electronic
what makes you beautiful,one direction,2011,198,pop
what the hell,avril lavigne,2011,219,pop
where them girls at,david guetta feat. nicki minaj & flo rida,2011,190,electronic
who dat girl,flo rida feat. akon,2011,183,urban
who's that chick,david guetta feat. rihanna,2011,176,electronic
who's that girl,guy sebastian feat. eve,2011,240,pop
without you,david guetta feat. usher,2011,209,electronic
yeah 3x,chris brown,2011,258,urban
you make me feel,cobra starship feat. sabi,2011,216,band
"young, wild & free",snoop dogg & wiz khalifa feat. bruno mars,2011,202,urban
a thousand years,christina perri,2012,239,pop
as long as you love me,justin bieber feat. big sean,2012,353,pop
ass back home,gym class heroes feat. neon hitch,2012,214,urban
back in time,pitbull,2012,221,urban
bangarang,skrillex,2012,207,electronic
battle scars,guy sebastian feat. lup fiasco,2012,247,pop
beauty and a beat,justin bieber feat. nicki minaj,2012,233,pop
blow me (one last kiss),p!nk,2012,220,pop
bom bom,sam and the womp,2012,239,pop
boom boom,justice crew,2012,241,electronic
both of us,b.o.b feat. taylor swift,2012,209,urban
boyfriend,justin bieber,2012,172,pop
boys like you,360 feat. gossling,2012,212,urban
brokenhearted,karmin,2012,237,pop
brother,matt corby,2012,253,band
call me maybe,carly rae jepsen,2012,194,pop
count on me,bruno mars,2012,197,pop
dedication to my ex (miss that),lloyd feat. andre 3000 & lil wayne,2012,236,urban
diamonds,rihanna,2012,284,pop
die young,ke$ha,2012,212,pop
don't wake me up,chris brown,2012,192,urban
don't worry be happy,guy sebastian,2012,269,pop
don't you worry child,swedish house mafia feat. john martin,2012,373,electronic
drive by,train,2012,208,band
earthquake,labrinth feat. tinie tempah,2012,270,electronic
feel the love,rudimental feat. john newman,2012,305,electronic
fight for you,jason derulo,2012,226,pop
gangnam style,psy,2012,223,pop
girl on fire (inferno version),alicia keys feat. nicki minaj,2012,270,urban
good feeling,flo rida,2012,259,urban
good time,owl city feat. carly rae jepsen,2012,205,pop
hall of fame,the script feat. will.i.am,2012,195,band
hangover,taio cruz feat. flo rida,2012,223,pop
hey hey hey,laurent wery feat. swiftkid,2012,330,urban
how we do (party),rita ora,2012,262,pop
i cry,flo rida,2012,213,urban
i knew you were trouble,taylor swift,2012,217,band
i love it,hilltop hoods feat. sia,2012,226,urban
i love it,icona pop,2012,167,pop
i will wait,mumford & sons,2012,268,band
i won't let you go,james morrison,2012,238,band
i'm all yours,jay sean feat. pitbull,2012,211,pop
if looks could kill,timomatic,2012,216,urban
international love,pitbull feat. chris brown,2012,248,urban
lego house,ed sheeran,2012,184,band
let me love you (until you learn to love yourself),ne-yo,2012,184,urban
levels,avicii,2012,330,electronic
little talks,of monsters and men,2012,256,band
live my life,far east movement feat. justin bieber,2012,237,pop
live while we're young,one direction,2012,193,pop
locked out of heaven,bruno mars,2012,240,pop
lonely boy,the black keys,2012,187,band
mind your manners,chiddy bang feat. icona pop,2012,189,urban
moves like jagger,maroon 5 feat. christina aguilera,2012,279,pop
never let me go,florence + the machine,2012,271,band
one more night,maroon 5,2012,224,pop
one thing,one direction,2012,195,pop
paradise,coldplay,2012,279,band
part of me,katy perry,2012,252,pop
party rock anthem,lmfao feat. lauren bennet & goonrock,2012,288,electronic
payphone,maroon 5 feat. wiz khalifa,2012,217,pop
pound the alarm,nicki minaj,2012,206,urban
pumped up kicks,foster the people,2012,193,band
scream,usher,2012,231,pop
scream & shout,will.i.am feat. britney spears,2012,283,pop
set it off,timomatic,2012,200,urban
sexy and i know it,lmfao,2012,194,electronic
she wolf (falling to pieces),david guetta feat. sia,2012,228,electronic
sitting on top of the world,delta goodrem,2012,239,pop
skinny love,birdy,2012,218,band
some nights,fun.,2012,276,band
somebody that i used to know,gotye feat. kimbra,2012,201,pop
spectrum (say my name) ep,florence + the machine,2012,215,band
starships,nicki minaj,2012,204,urban
stronger (what doesn't kill you),kelly clarkson,2012,219,pop
summer paradise,simple plan,2012,235,band
sweet nothing,calvin harris feat. florence welch,2012,206,electronic
